scientific_name,city,state,count,mean
Populus alba,Colorado Springs,Colorado,0,
Populus alba,Columbus,Ohio,0,
Populus alba,Denver,Colorado,0,
Populus alba,Grand Rapids,Michigan,0,
Populus alba,Houston,Texas,0,
Populus alba,Indianapolis,Indiana,0,
Populus alba,Irvine,California,0,
Populus alba,Knoxville,Tennessee,0,
Populus alba,Las Vegas,Nevada,0,
Populus alba,Los Angeles,California,0,
Populus alba,Madison,Wisconsin,0,
Populus alba,Plano,Texas,0,
Populus alba,Rochester,New York,0,
Populus alba,San Francisco,California,0,
Populus alba,Seattle,Washington,0,
Populus alba,St. Louis,Missouri,0,
Populus alba,Stockton,California,0,
Populus alba,Watertown,Wisconsin,0,
Populus angustifolia,Aurora,Colorado,0,
Populus angustifolia,Denver,Colorado,0,
Populus balsamifera,Grand Rapids,Michigan,0,
Populus balsamifera,Los Angeles,California,0,
Populus balsamifera,New Berlin,Wisconsin,0,
Populus balsamifera,Seattle,Washington,0,
Populus canadensis,Anaheim,California,0,
Populus canadensis,Los Angeles,California,0,
Populus canadensis,Ontario,California,0,
Populus canadensis,San Francisco,California,0,
Populus canadensis,Seattle,Washington,0,
Populus caroliniana,Washington DC,District of Columbia,0,
Populus deltoides,Adel,Iowa,0,
Populus deltoides,Anaheim,California,0,
Populus deltoides,Arlington,Texas,0,
Populus deltoides,Aurora,Colorado,0,
Populus deltoides,Buffalo,New York,0,
Populus deltoides,Colorado Springs,Colorado,0,
Populus deltoides,Columbus,Ohio,0,
Populus deltoides,Coon Rapids,Iowa,0,
Populus deltoides,Cudahy,Wisconsin,0,
Populus deltoides,Dallas,Texas,0,
Populus deltoides,De Soto,Iowa,0,
Populus deltoides,Decatur,Georgia,0,
Populus deltoides,Denver,Colorado,0,
Populus deltoides,Durham,North Carolina,0,
Populus deltoides,Grand Rapids,Michigan,0,
Populus deltoides,Houston,Texas,0,
Populus deltoides,Indianapolis,Indiana,0,
Populus deltoides,Kellogg,Iowa,0,
Populus deltoides,Knoxville,Tennessee,0,
Populus deltoides,Louisville,Kentucky,0,
Populus deltoides,Milwaukee,Wisconsin,0,
Populus deltoides,Minneapolis,Minnesota,0,
Populus deltoides,New Berlin,Wisconsin,0,
Populus deltoides,New Orleans,Louisiana,0,
Populus deltoides,New York,New York,0,
Populus deltoides,Newton,Iowa,0,
Populus deltoides,Oakland Acres,Iowa,0,
Populus deltoides,Orlando,Florida,0,
Populus deltoides,Plano,Texas,0,
Populus deltoides,Pleasant Hill,Iowa,0,
Populus deltoides,Rancho Cucamonga,California,0,
Populus deltoides,Richmond,Virginia,0,
Populus deltoides,Rochester,New York,0,
Populus deltoides,San Francisco,California,0,
Populus deltoides,South Milwaukee,Wisconsin,0,
Populus deltoides,St. Louis,Missouri,0,
Populus deltoides,Watertown,Wisconsin,0,
Populus deltoides,Waukee,Iowa,0,
Populus deltoides,Wauwatosa,Wisconsin,0,
Populus deltoides,Windsor Heights,Iowa,0,
Populus deltoides,Woodward,Iowa,0,
Populus deltoides,Worcester,Massachusetts,0,
Populus fremonti,Oakland,California,0,
Populus fremontii,Denver,Colorado,0,
Populus fremontii,Fresno,California,0,
Populus fremontii,Las Vegas,Nevada,0,
Populus fremontii,Los Angeles,California,0,
Populus fremontii,Ontario,California,0,
Populus fremontii,Seattle,Washington,0,
Populus fremontii,Stockton,California,0,
Populus grandidentata,Boston,Massachusetts,0,
Populus grandidentata,Buffalo,New York,0,
Populus grandidentata,Columbus,Ohio,0,
Populus grandidentata,Grand Rapids,Michigan,0,
Populus grandidentata,Madison,Wisconsin,0,
Populus grandidentata,Milwaukee,Wisconsin,0,
Populus grandidentata,Minneapolis,Minnesota,0,
Populus grandidentata,New Berlin,Wisconsin,0,
Populus grandidentata,New York,New York,0,
Populus grandidentata,St. Louis,Missouri,0,
Populus grandidentata,Watertown,Wisconsin,0,
Populus grandidentata,Wauwatosa,Wisconsin,0,
Populus grandidentata,West Allis,Wisconsin,0,
Populus grandidentata,Worcester,Massachusetts,0,
Populus heterophylla,Louisville,Kentucky,0,
Populus hybrid,Denver,Colorado,0,
Populus nigra,Anaheim,California,0,
Populus nigra,Aurora,Colorado,0,
Populus nigra,Bayard,Iowa,0,
Populus nigra,Columbus,Ohio,0,
Populus nigra,Coon Rapids,Iowa,0,
Populus nigra,Denver,Colorado,0,
Populus nigra,Grand Rapids,Michigan,0,
Populus nigra,Granger,Iowa,0,
Populus nigra,Greensboro,North Carolina,0,
Populus nigra,Houston,Texas,0,
Populus nigra,Indianapolis,Indiana,0,
Populus nigra,Irvine,California,0,
Populus nigra,Los Angeles,California,0,
Populus nigra,Oakland,California,0,
Populus nigra,Panora,Iowa,0,
Populus nigra,Providence,Rhode Island,0,
Populus nigra,Redfield,Iowa,0,
Populus nigra,San Francisco,California,0,
Populus nigra,Seattle,Washington,0,
Populus nigra,Stockton,California,0,
Populus nigra,Stuart,Iowa,0,
Populus nigra,Watertown,Wisconsin,0,
Populus nigra,Woodward,Iowa,0,
Populus sargentii,Aurora,Colorado,0,
Populus sargentii,Colorado Springs,Colorado,0,
Populus sargentii,Denver,Colorado,0,
Populus tremula,Aurora,Colorado,0,
Populus tremula,Columbus,Ohio,0,
Populus tremula,Denver,Colorado,0,
Populus tremula,Seattle,Washington,0,
Populus tremuloides,Bondurant,Iowa,0,
Populus tremuloides,Boston,Massachusetts,0,
Populus tremuloides,Bouton,Iowa,0,
Populus tremuloides,Buffalo,New York,0,
Populus tremuloides,Colorado Springs,Colorado,0,
Populus tremuloides,Columbus,Ohio,0,
Populus tremuloides,Denver,Colorado,0,
Populus tremuloides,Franklin,Wisconsin,0,
Populus tremuloides,Glendale,Wisconsin,0,
Populus tremuloides,Grand Rapids,Michigan,0,
Populus tremuloides,Greensboro,North Carolina,0,
Populus tremuloides,Louisville,Kentucky,0,
Populus tremuloides,Madison,Wisconsin,0,
Populus tremuloides,Milwaukee,Wisconsin,0,
Populus tremuloides,Minneapolis,Minnesota,0,
Populus tremuloides,New Berlin,Wisconsin,0,
Populus tremuloides,New York,New York,0,
Populus tremuloides,Newton,Iowa,0,
Populus tremuloides,Pleasant Hill,Iowa,0,
Populus tremuloides,Rochester,New York,0,
Populus tremuloides,San Francisco,California,0,
Populus tremuloides,Seattle,Washington,0,
Populus tremuloides,Shorewood,Wisconsin,0,
Populus tremuloides,St. Louis,Missouri,0,
Populus tremuloides,Stockton,California,0,
Populus tremuloides,Stuart,Iowa,0,
Populus tremuloides,West Bend,Wisconsin,0,
Populus tremuloides,Woodward,Iowa,0,
Populus tremuloides,Worcester,Massachusetts,0,
Populus trichocarpa,Anaheim,California,0,
Populus trichocarpa,Boston,Massachusetts,0,
Populus trichocarpa,Los Angeles,California,0,
Populus trichocarpa,San Francisco,California,0,
Potentilla fruticosa,Colorado Springs,Colorado,0,
Prosopis,Anaheim,California,0,
Prosopis alba,Las Vegas,Nevada,0,
Prosopis chilensis,Las Vegas,Nevada,0,
Prosopis chilensis,Ontario,California,0,
Prosopis glandulosa,Arlington,Texas,0,
Prosopis glandulosa,Dallas,Texas,0,
Prosopis glandulosa,Houston,Texas,0,
Prosopis glandulosa,Las Vegas,Nevada,0,
Prosopis glandulosa,Ontario,California,0,
Prosopis glandulosa,Plano,Texas,0,
Prosopis juliflora,Las Vegas,Nevada,0,
Prosopis pubescens,Las Vegas,Nevada,0,
Prosopis velutina,Las Vegas,Nevada,0,
Prumnopitys andina,Houston,Texas,0,
Prunnus yedoensis,Columbus,Ohio,0,
Prunus,Adel,Iowa,0,
Prunus,Atlanta,Georgia,0,
Prunus,Aurora,Colorado,0,
Prunus,Boston,Massachusetts,0,
Prunus,Buffalo,New York,0,
Prunus,Cape Coral,Florida,0,
Prunus,Colorado Springs,Colorado,0,
Prunus,Columbus,Ohio,0,
Prunus,Cudahy,Wisconsin,0,
Prunus,Dallas Center,Iowa,0,
Prunus,Denver,Colorado,0,
Prunus,Detroit,Michigan,0,
Prunus,Earlham,Iowa,0,
Prunus,Grand Rapids,Michigan,0,
Prunus,Greendale,Wisconsin,0,
Prunus,Hales Corners,Wisconsin,0,
Prunus,Houston,Texas,0,
Prunus,Indianapolis,Indiana,0,
Prunus,Irvine,California,0,
Prunus,Knoxville,Tennessee,0,
Prunus,Los Angeles,California,0,
Prunus,Louisville,Kentucky,0,
Prunus,Madison,Wisconsin,0,
Prunus,Milwaukee,Wisconsin,0,
Prunus,Minneapolis,Minnesota,0,
Prunus,Nashville,Tennessee,0,
Prunus,New Berlin,Wisconsin,0,
Prunus,New Orleans,Louisiana,0,
Prunus,New York,New York,0,
Prunus,Newton,Iowa,0,
Prunus,Oakland,California,0,
Prunus,Orlando,Florida,0,
Prunus,Overland Park,Kansas,0,
Prunus,Plano,Texas,0,
Prunus,Pleasant Hill,Iowa,0,
Prunus,Portland,Oregon,0,
Prunus,Prairie City,Iowa,0,
Prunus,Providence,Rhode Island,0,
Prunus,Richmond,Virginia,0,
Prunus,Rochester,New York,0,
Prunus,Sacramento,California,0,
Prunus,San Francisco,California,0,
Prunus,SandySprings,Georgia,0,
Prunus,Seattle,Washington,0,
Prunus,St. Louis,Missouri,0,
Prunus,Stockton,California,0,
Prunus,Washington DC,District of Columbia,0,
Prunus,Watertown,Wisconsin,0,
Prunus,Waukee,Iowa,0,
Prunus,Wauwatosa,Wisconsin,0,
Prunus,West Allis,Wisconsin,0,
Prunus,Windsor Heights,Iowa,0,
Prunus,Woodward,Iowa,0,
Prunus,Worcester,Massachusetts,0,
Prunus L.,Atlanta,Georgia,0,
Prunus L.,Brookhaven,Georgia,0,
Prunus L.,Clarkston,Georgia,0,
Prunus L.,Decatur,Georgia,0,
Prunus L.,Denver,Colorado,0,
Prunus L.,Indianapolis,Indiana,0,
Prunus L.,Minneapolis,Minnesota,0,
Prunus L.,Oakland,California,0,
Prunus L.,Seattle,Washington,0,
Prunus L.,Washington DC,District of Columbia,0,
Prunus americana,Atlanta,Georgia,0,
Prunus americana,Buffalo,New York,0,
Prunus americana,Denver,Colorado,0,
Prunus americana,Grand Rapids,Michigan,0,
Prunus americana,Louisville,Kentucky,0,
Prunus americana,Minneapolis,Minnesota,0,
Prunus americana,New Orleans,Louisiana,0,
Prunus americana,Rancho Cucamonga,California,0,
Prunus americana,Seattle,Washington,0,
Prunus americana,St. Louis,Missouri,0,
Prunus americana,Stockton,California,0,
Prunus amygdalus,Anaheim,California,0,
Prunus amygdalus,Los Angeles,California,0,
Prunus amygdalus,Ontario,California,0,
Prunus amygdalus,Sacramento,California,0,
Prunus amygdalus,San Francisco,California,0,
Prunus angustifolia,Atlanta,Georgia,0,
Prunus angustifolia,Decatur,Georgia,0,
Prunus angustifolia,Orlando,Florida,0,
Prunus armeniaca,Anaheim,California,0,
Prunus armeniaca,Denver,Colorado,0,
Prunus armeniaca,Houston,Texas,0,
Prunus armeniaca,Irvine,California,0,
Prunus armeniaca,Las Vegas,Nevada,0,
Prunus armeniaca,Los Angeles,California,0,
Prunus armeniaca,New Orleans,Louisiana,0,
Prunus armeniaca,Ontario,California,0,
Prunus armeniaca,Sacramento,California,0,
Prunus armeniaca,San Francisco,California,0,
Prunus armeniaca,Seattle,Washington,0,
Prunus armeniaca,St. Louis,Missouri,0,
Prunus armeniaca,Stockton,California,0,
Prunus avium,Anaheim,California,0,
Prunus avium,Atlanta,Georgia,0,
Prunus avium,Boston,Massachusetts,0,
Prunus avium,Buffalo,New York,0,
Prunus avium,Denver,Colorado,0,
Prunus avium,Grand Rapids,Michigan,0,
Prunus avium,Greensboro,North Carolina,0,
Prunus avium,Los Angeles,California,0,
Prunus avium,Ontario,California,0,
Prunus avium,Overland Park,Kansas,0,
Prunus avium,Seattle,Washington,0,
Prunus avium,St. Louis,Missouri,0,
Prunus blireiana,Anaheim,California,0,
Prunus blireiana,Los Angeles,California,0,
Prunus blireiana,Ontario,California,0,
Prunus blireiana,Sacramento,California,0,
Prunus blireiana,San Francisco,California,0,
Prunus blireiana,Seattle,Washington,0,
Prunus blireiana,Stockton,California,0,
Prunus campanulata,Los Angeles,California,0,
Prunus campanulata,San Francisco,California,0,
Prunus caroliniana,Anaheim,California,0,
Prunus caroliniana,Arlington,Texas,0,
Prunus caroliniana,Fresno,California,0,
Prunus caroliniana,Greensboro,North Carolina,0,
Prunus caroliniana,Irvine,California,0,
Prunus caroliniana,Las Vegas,Nevada,0,
Prunus caroliniana,Los Angeles,California,0,
Prunus caroliniana,New Orleans,Louisiana,0,
Prunus caroliniana,Oakland,California,0,
Prunus caroliniana,Ontario,California,0,
Prunus caroliniana,Orlando,Florida,0,
Prunus caroliniana,Rancho Cucamonga,California,0,
Prunus caroliniana,Richmond,Virginia,0,
Prunus caroliniana,San Francisco,California,0,
Prunus caroliniana,Stockton,California,0,
Prunus cerasifera,Anaheim,California,0,
Prunus cerasifera,Atlanta,Georgia,0,
Prunus cerasifera,Aurora,Colorado,0,
Prunus cerasifera,Boston,Massachusetts,0,
Prunus cerasifera,Buffalo,New York,0,
Prunus cerasifera,Colorado Springs,Colorado,0,
Prunus cerasifera,Columbus,Ohio,0,
Prunus cerasifera,Coon Rapids,Iowa,0,
Prunus cerasifera,Dallas Center,Iowa,0,
Prunus cerasifera,Denver,Colorado,0,
Prunus cerasifera,Durham,North Carolina,0,
Prunus cerasifera,Fresno,California,0,
Prunus cerasifera,Grand Rapids,Michigan,0,
Prunus cerasifera,Granger,Iowa,0,
Prunus cerasifera,Houston,Texas,0,
Prunus cerasifera,Irvine,California,0,
Prunus cerasifera,Knoxville,Tennessee,0,
Prunus cerasifera,Las Vegas,Nevada,0,
Prunus cerasifera,Los Angeles,California,0,
Prunus cerasifera,Louisville,Kentucky,0,
Prunus cerasifera,Nashville,Tennessee,0,
Prunus cerasifera,New Berlin,Wisconsin,0,
Prunus cerasifera,New Orleans,Louisiana,0,
Prunus cerasifera,New York,New York,0,
Prunus cerasifera,Oakland,California,0,
Prunus cerasifera,Ontario,California,0,
Prunus cerasifera,Overland Park,Kansas,0,
Prunus cerasifera,Pleasant Hill,Iowa,0,
Prunus cerasifera,Providence,Rhode Island,0,
Prunus cerasifera,Rancho Cucamonga,California,0,
Prunus cerasifera,Rochester,New York,0,
Prunus cerasifera,Sacramento,California,0,
Prunus cerasifera,San Diego,California,0,
Prunus cerasifera,San Francisco,California,0,
Prunus cerasifera,Seattle,Washington,0,
Prunus cerasifera,St. Louis,Missouri,0,
Prunus cerasifera,Stockton,California,0,
Prunus cerasifera,Washington DC,District of Columbia,0,
Prunus cerasifera,Windsor Heights,Iowa,0,
Prunus cerasus,Aurora,Colorado,0,
Prunus cerasus,Denver,Colorado,0,
Prunus cerasus,Los Angeles,California,0,
Prunus cerasus,Seattle,Washington,0,
Prunus cistena,Boston,Massachusetts,0,
Prunus cistena,Rancho Cucamonga,California,0,
Prunus communis,Atlanta,Georgia,0,
Prunus domestica,Anaheim,California,0,
Prunus domestica,Denver,Colorado,0,
Prunus domestica,Los Angeles,California,0,
Prunus domestica,New Orleans,Louisiana,0,
Prunus domestica,Ontario,California,0,
Prunus domestica,Rancho Cucamonga,California,0,
Prunus domestica,San Francisco,California,0,
Prunus domestica,Seattle,Washington,0,
Prunus domestica,Stockton,California,0,
Prunus dulcis,Las Vegas,Nevada,0,
Prunus dulcis,Oakland,California,0,
Prunus dulcis,Rancho Cucamonga,California,0,
Prunus dulcis,San Diego,California,0,
Prunus dulcis,Seattle,Washington,0,
Prunus dulcis,Stockton,California,0,
Prunus emarginata,Seattle,Washington,0,
Prunus glandulosa,Denver,Colorado,0,
Prunus glandulosa,Houston,Texas,0,
Prunus ilicifolia,Irvine,California,0,
Prunus ilicifolia,Los Angeles,California,0,
Prunus ilicifolia,Ontario,California,0,
Prunus ilicifolia,San Francisco,California,0,
Prunus ilicifolia,Seattle,Washington,0,
Prunus ilicifolia,Stockton,California,0,
Prunus incam,Atlanta,Georgia,0,
Prunus incam,Brookhaven,Georgia,0,
Prunus incam,Columbus,Ohio,0,
Prunus incam,Nashville,Tennessee,0,
Prunus incisa,Seattle,Washington,0,
Prunus laurocerasus,Greensboro,North Carolina,0,
Prunus laurocerasus,Houston,Texas,0,
Prunus laurocerasus,New Orleans,Louisiana,0,
Prunus laurocerasus,Oakland,California,0,
Prunus laurocerasus,Plano,Texas,0,
Prunus laurocerasus,San Francisco,California,0,
Prunus laurocerasus,Seattle,Washington,0,
Prunus lusitanica,Greensboro,North Carolina,0,
Prunus lusitanica,Los Angeles,California,0,
Prunus lusitanica,San Francisco,California,0,
Prunus lusitanica,Seattle,Washington,0,
Prunus lyonii,Los Angeles,California,0,
Prunus lyonii,San Francisco,California,0,
Prunus maackii,Colorado Springs,Colorado,0,
Prunus maackii,Denver,Colorado,0,
Prunus maackii,Madison,Wisconsin,0,
Prunus maackii,Minneapolis,Minnesota,0,
Prunus maackii,St. Louis,Missouri,0,
Prunus maackii,Watertown,Wisconsin,0,
Prunus mexicana,Arlington,Texas,0,
Prunus mexicana,Dallas,Texas,0,
Prunus mexicana,Houston,Texas,0,
Prunus mexicana,Plano,Texas,0,
Prunus mume,Greensboro,North Carolina,0,
Prunus mume,Los Angeles,California,0,
Prunus mume,Washington DC,District of Columbia,0,
Prunus nigra,Aurora,Colorado,0,
Prunus nigra,Colorado Springs,Colorado,0,
Prunus nigra,Columbus,Ohio,0,
Prunus nigra,Denver,Colorado,0,
Prunus nigra,Madison,Wisconsin,0,
Prunus nigra,Minneapolis,Minnesota,0,
Prunus padus,Aurora,Colorado,0,
Prunus padus,Colorado Springs,Colorado,0,
Prunus padus,Columbus,Ohio,0,
Prunus padus,Denver,Colorado,0,
Prunus padus,Seattle,Washington,0,
Prunus pendula,Atlanta,Georgia,0,
Prunus pendula,Columbus,Ohio,0,
Prunus pendula,Rochester,New York,0,
Prunus pendula,Seattle,Washington,0,
Prunus pennsylvanica,Indianapolis,Indiana,0,
Prunus pennsylvanica,Nashville,Tennessee,0,
Prunus pensylvanica,Madison,Wisconsin,0,
Prunus pensylvanica,New Berlin,Wisconsin,0,
Prunus pensylvanica,St. Louis,Missouri,0,
Prunus persica,Anaheim,California,0,
Prunus persica,Arlington,Texas,0,
Prunus persica,Atlanta,Georgia,0,
Prunus persica,Boston,Massachusetts,0,
Prunus persica,Buffalo,New York,0,
Prunus persica,Colorado Springs,Colorado,0,
Prunus persica,Columbus,Ohio,0,
Prunus persica,Denver,Colorado,0,
Prunus persica,Durham,North Carolina,0,
Prunus persica,Grand Rapids,Michigan,0,
Prunus persica,Houston,Texas,0,
Prunus persica,Irvine,California,0,
Prunus persica,Knoxville,Tennessee,0,
Prunus persica,Las Vegas,Nevada,0,
Prunus persica,Los Angeles,California,0,
Prunus persica,Louisville,Kentucky,0,
Prunus persica,New Orleans,Louisiana,0,
Prunus persica,Ontario,California,0,
Prunus persica,Orlando,Florida,0,
Prunus persica,Overland Park,Kansas,0,
Prunus persica,Plano,Texas,0,
Prunus persica,Portland,Oregon,0,
Prunus persica,Rancho Cucamonga,California,0,
Prunus persica,San Diego,California,0,
Prunus persica,San Francisco,California,0,
Prunus persica,Seattle,Washington,0,
Prunus persica,St. Louis,Missouri,0,
Prunus persica,Stockton,California,0,
Prunus pissardii,Los Angeles,California,0,
Prunus pumila,Denver,Colorado,0,
Prunus salicina,Atlanta,Georgia,0,
Prunus salicina,Buffalo,New York,0,
Prunus salicina,Houston,Texas,0,
Prunus salicina,Los Angeles,California,0,
Prunus salicina,Rancho Cucamonga,California,0,
Prunus salicina,Seattle,Washington,0,
Prunus sargentii,Buffalo,New York,0,
Prunus sargentii,Columbus,Ohio,0,
Prunus sargentii,Denver,Colorado,0,
Prunus sargentii,Jersey City,New Jersey,0,
Prunus sargentii,Madison,Wisconsin,0,
Prunus sargentii,Providence,Rhode Island,0,
Prunus sargentii,Rochester,New York,0,
Prunus sargentii,San Francisco,California,0,
Prunus sargentii,Seattle,Washington,0,
Prunus sargentii,Watertown,Wisconsin,0,
Prunus serotina,Atlanta,Georgia,0,
Prunus serotina,Aurora,Colorado,0,
Prunus serotina,Bondurant,Iowa,0,
Prunus serotina,Boston,Massachusetts,0,
Prunus serotina,Brown Deer,Wisconsin,0,
Prunus serotina,Buffalo,New York,0,
Prunus serotina,Carlisle,Iowa,0,
Prunus serotina,Columbus,Ohio,0,
Prunus serotina,Coon Rapids,Iowa,0,
Prunus serotina,Cudahy,Wisconsin,0,
Prunus serotina,Dallas Center,Iowa,0,
Prunus serotina,De Soto,Iowa,0,
Prunus serotina,Denver,Colorado,0,
Prunus serotina,Dexter,Iowa,0,
Prunus serotina,Grand Rapids,Michigan,0,
Prunus serotina,Greendale,Wisconsin,0,
Prunus serotina,Hales Corners,Wisconsin,0,
Prunus serotina,Houston,Texas,0,
Prunus serotina,Indianapolis,Indiana,0,
Prunus serotina,Jersey City,New Jersey,0,
Prunus serotina,Knoxville,Tennessee,0,
Prunus serotina,Louisville,Kentucky,0,
Prunus serotina,Madison,Wisconsin,0,
Prunus serotina,Milo,Iowa,0,
Prunus serotina,Milwaukee,Wisconsin,0,
Prunus serotina,Minneapolis,Minnesota,0,
Prunus serotina,Mitchellville,Iowa,0,
Prunus serotina,New Berlin,Wisconsin,0,
Prunus serotina,New Orleans,Louisiana,0,
Prunus serotina,New York,New York,0,
Prunus serotina,Newton,Iowa,0,
Prunus serotina,Orlando,Florida,0,
Prunus serotina,Overland Park,Kansas,0,
Prunus serotina,Pleasant Hill,Iowa,0,
Prunus serotina,Providence,Rhode Island,0,
Prunus serotina,Richmond,Virginia,0,
Prunus serotina,Rochester,New York,0,
Prunus serotina,Seattle,Washington,0,
Prunus serotina,South Milwaukee,Wisconsin,0,
Prunus serotina,St. Louis,Missouri,0,
Prunus serotina,Stuart,Iowa,0,
Prunus serotina,Union,Iowa,0,
Prunus serotina,Watertown,Wisconsin,0,
Prunus serotina,Waukee,Iowa,0,
Prunus serotina,Wauwatosa,Wisconsin,0,
Prunus serotina,West Allis,Wisconsin,0,
Prunus serotina,Windsor Heights,Iowa,0,
Prunus serotina,Worcester,Massachusetts,0,
Prunus serrula,San Francisco,California,0,
Prunus serrula,Seattle,Washington,0,
Prunus serrulata,Atlanta,Georgia,0,
Prunus serrulata,Aurora,Colorado,0,
Prunus serrulata,Buffalo,New York,0,
Prunus serrulata,Columbus,Ohio,0,
Prunus serrulata,Decatur,Georgia,0,
Prunus serrulata,Denver,Colorado,0,
Prunus serrulata,Detroit,Michigan,0,
Prunus serrulata,Grand Rapids,Michigan,0,
Prunus serrulata,Greensboro,North Carolina,0,
Prunus serrulata,Knoxville,Tennessee,0,
Prunus serrulata,Los Angeles,California,0,
Prunus serrulata,Louisville,Kentucky,0,
Prunus serrulata,Milo,Iowa,0,
Prunus serrulata,Nashville,Tennessee,0,
