scientific_name,city,state,count,mean
Acer ginnala,New York,New York,0,
Acer ginnala,Newton,Iowa,0,
Acer ginnala,Overland Park,Kansas,0,
Acer ginnala,Pleasant Hill,Iowa,0,
Acer ginnala,Prairie City,Iowa,0,
Acer ginnala,Providence,Rhode Island,0,
Acer ginnala,Richmond,Virginia,0,
Acer ginnala,Rochester,New York,0,
Acer ginnala,San Francisco,California,0,
Acer ginnala,St. Louis,Missouri,0,
Acer ginnala,Stockton,California,0,
Acer ginnala,Union,Iowa,0,
Acer ginnala,Washington DC,District of Columbia,0,
Acer ginnala,Watertown,Wisconsin,0,
Acer ginnala,Waukee,Iowa,0,
Acer ginnala,Wauwatosa,Wisconsin,0,
Acer ginnala,West Allis,Wisconsin,0,
Acer ginnala,Windsor Heights,Iowa,0,
Acer ginnala,Woodward,Iowa,0,
Acer glabrum,Denver,Colorado,0,
Acer glabrum,Seattle,Washington,0,
Acer grandidentatum,Aurora,Colorado,0,
Acer grandidentatum,Colorado Springs,Colorado,0,
Acer grandidentatum,Columbus,Ohio,0,
Acer grandidentatum,Denver,Colorado,0,
Acer grandidentatum,Houston,Texas,0,
Acer griseum,Atlanta,Georgia,0,
Acer griseum,Brookhaven,Georgia,0,
Acer griseum,Buffalo,New York,0,
Acer griseum,Decatur,Georgia,0,
Acer griseum,Denver,Colorado,0,
Acer griseum,Detroit,Michigan,0,
Acer griseum,Durham,North Carolina,0,
Acer griseum,Grand Rapids,Michigan,0,
Acer griseum,Greensboro,North Carolina,0,
Acer griseum,Knoxville,Tennessee,0,
Acer griseum,Louisville,Kentucky,0,
Acer griseum,Nashville,Tennessee,0,
Acer griseum,New York,New York,0,
Acer griseum,Overland Park,Kansas,0,
Acer griseum,Portland,Oregon,0,
Acer griseum,Providence,Rhode Island,0,
Acer griseum,Richmond,Virginia,0,
Acer griseum,Rochester,New York,0,
Acer griseum,Seattle,Washington,0,
Acer griseum,St. Louis,Missouri,0,
Acer griseum,Washington DC,District of Columbia,0,
Acer henryi,Louisville,Kentucky,0,
Acer japonicum,Atlanta,Georgia,0,
Acer japonicum,San Francisco,California,0,
Acer japonicum,Seattle,Washington,0,
Acer leucoderme,Atlanta,Georgia,0,
Acer leucoderme,Chamblee,Georgia,0,
Acer leucoderme,Decatur,Georgia,0,
Acer leucoderme,Dunwoody,Georgia,0,
Acer leucoderme,EastPoint,Georgia,0,
Acer leucoderme,Greensboro,North Carolina,0,
Acer leucoderme,Houston,Texas,0,
Acer macrophyllum,Durham,North Carolina,0,
Acer macrophyllum,Los Angeles,California,0,
Acer macrophyllum,Oakland,California,0,
Acer macrophyllum,Ontario,California,0,
Acer macrophyllum,Portland,Oregon,0,
Acer macrophyllum,San Francisco,California,0,
Acer macrophyllum,Seattle,Washington,0,
Acer macrophyllum,Stockton,California,0,
Acer maximowiczianum,Overland Park,Kansas,0,
Acer miyabei,Aurora,Colorado,0,
Acer miyabei,Buffalo,New York,0,
Acer miyabei,Denver,Colorado,0,
Acer miyabei,Detroit,Michigan,0,
Acer miyabei,Grand Rapids,Michigan,0,
Acer miyabei,Louisville,Kentucky,0,
Acer miyabei,Madison,Wisconsin,0,
Acer miyabei,New Berlin,Wisconsin,0,
Acer miyabei,Overland Park,Kansas,0,
Acer miyabei,Rochester,New York,0,
Acer miyabei,Seattle,Washington,0,
Acer miyabei,Watertown,Wisconsin,0,
Acer monspessulanum,Denver,Colorado,0,
Acer monspessulanum,Seattle,Washington,0,
Acer negundo,Adair,Iowa,0,
Acer negundo,Anaheim,California,0,
Acer negundo,Arlington,Texas,0,
Acer negundo,Aurora,Colorado,0,
Acer negundo,Bondurant,Iowa,0,
Acer negundo,Bouton,Iowa,0,
Acer negundo,Buffalo,New York,0,
Acer negundo,Carlisle,Iowa,0,
Acer negundo,Colfax,Iowa,0,
Acer negundo,Colorado Springs,Colorado,0,
Acer negundo,Columbus,Ohio,0,
Acer negundo,Cudahy,Wisconsin,0,
Acer negundo,Dallas,Texas,0,
Acer negundo,De Soto,Iowa,0,
Acer negundo,Denver,Colorado,0,
Acer negundo,Glendale,Wisconsin,0,
Acer negundo,Grand Rapids,Michigan,0,
Acer negundo,Greendale,Wisconsin,0,
Acer negundo,Hales Corners,Wisconsin,0,
Acer negundo,Houston,Texas,0,
Acer negundo,Indianapolis,Indiana,0,
Acer negundo,Kellogg,Iowa,0,
Acer negundo,Knoxville,Tennessee,0,
Acer negundo,Los Angeles,California,0,
Acer negundo,Louisville,Kentucky,0,
Acer negundo,Madison,Wisconsin,0,
Acer negundo,Milo,Iowa,0,
Acer negundo,Milwaukee,Wisconsin,0,
Acer negundo,Minneapolis,Minnesota,0,
Acer negundo,Mitchellville,Iowa,0,
Acer negundo,Monroe,Iowa,0,
Acer negundo,New Berlin,Wisconsin,0,
Acer negundo,New Orleans,Louisiana,0,
Acer negundo,New York,New York,0,
Acer negundo,Newton,Iowa,0,
Acer negundo,Oak Creek,Wisconsin,0,
Acer negundo,Oakland,California,0,
Acer negundo,Ontario,California,0,
Acer negundo,Orlando,Florida,0,
Acer negundo,Overland Park,Kansas,0,
Acer negundo,Panora,Iowa,0,
Acer negundo,Plano,Texas,0,
Acer negundo,Pleasant Hill,Iowa,0,
Acer negundo,Portland,Oregon,0,
Acer negundo,Providence,Rhode Island,0,
Acer negundo,Rancho Cucamonga,California,0,
Acer negundo,Redfield,Iowa,0,
Acer negundo,Richmond,Virginia,0,
Acer negundo,Rochester,New York,0,
Acer negundo,Sacramento,California,0,
Acer negundo,San Francisco,California,0,
Acer negundo,Seattle,Washington,0,
Acer negundo,St. Louis,Missouri,0,
Acer negundo,Stockton,California,0,
Acer negundo,Washington DC,District of Columbia,0,
Acer negundo,Watertown,Wisconsin,0,
Acer negundo,Waukee,Iowa,0,
Acer negundo,Wauwatosa,Wisconsin,0,
Acer negundo,West Allis,Wisconsin,0,
Acer negundo,Windsor Heights,Iowa,0,
Acer negundo,Woodward,Iowa,0,
Acer negundo,Worcester,Massachusetts,0,
Acer nigrum,Adel,Iowa,0,
Acer nigrum,Bondurant,Iowa,0,
Acer nigrum,Bouton,Iowa,0,
Acer nigrum,Buffalo,New York,0,
Acer nigrum,Carlisle,Iowa,0,
Acer nigrum,Colfax,Iowa,0,
Acer nigrum,Columbus,Ohio,0,
Acer nigrum,Coon Rapids,Iowa,0,
Acer nigrum,Denver,Colorado,0,
Acer nigrum,Detroit,Michigan,0,
Acer nigrum,Grand Rapids,Michigan,0,
Acer nigrum,Granger,Iowa,0,
Acer nigrum,Hales Corners,Wisconsin,0,
Acer nigrum,Indianapolis,Indiana,0,
Acer nigrum,Louisville,Kentucky,0,
Acer nigrum,Madison,Wisconsin,0,
Acer nigrum,Milo,Iowa,0,
Acer nigrum,Milwaukee,Wisconsin,0,
Acer nigrum,Minneapolis,Minnesota,0,
Acer nigrum,Mitchellville,Iowa,0,
Acer nigrum,Monroe,Iowa,0,
Acer nigrum,New York,New York,0,
Acer nigrum,Newton,Iowa,0,
Acer nigrum,Prairie City,Iowa,0,
Acer nigrum,Redfield,Iowa,0,
Acer nigrum,St. Louis,Missouri,0,
Acer nigrum,Union,Iowa,0,
Acer nigrum,Windsor Heights,Iowa,0,
Acer nigrum,Woodward,Iowa,0,
Acer oblongum,Anaheim,California,0,
Acer oblongum,Los Angeles,California,0,
Acer palmatum,Anaheim,California,0,
Acer palmatum,Arlington,Texas,0,
Acer palmatum,Atlanta,Georgia,0,
Acer palmatum,AvondaleEstates,Georgia,0,
Acer palmatum,Bondurant,Iowa,0,
Acer palmatum,Boston,Massachusetts,0,
Acer palmatum,Buffalo,New York,0,
Acer palmatum,Columbus,Ohio,0,
Acer palmatum,Dallas,Texas,0,
Acer palmatum,Denver,Colorado,0,
Acer palmatum,Earlham,Iowa,0,
Acer palmatum,Fresno,California,0,
Acer palmatum,Grand Rapids,Michigan,0,
Acer palmatum,Houston,Texas,0,
Acer palmatum,Indianapolis,Indiana,0,
Acer palmatum,Irvine,California,0,
Acer palmatum,Knoxville,Tennessee,0,
Acer palmatum,Las Vegas,Nevada,0,
Acer palmatum,Los Angeles,California,0,
Acer palmatum,Louisville,Kentucky,0,
Acer palmatum,New Berlin,Wisconsin,0,
Acer palmatum,New Orleans,Louisiana,0,
Acer palmatum,New York,New York,0,
Acer palmatum,Newton,Iowa,0,
Acer palmatum,Oakland,California,0,
Acer palmatum,Ontario,California,0,
Acer palmatum,Orlando,Florida,0,
Acer palmatum,Overland Park,Kansas,0,
Acer palmatum,Plano,Texas,0,
Acer palmatum,Portland,Oregon,0,
Acer palmatum,Providence,Rhode Island,0,
Acer palmatum,Rancho Cucamonga,California,0,
Acer palmatum,Richmond,Virginia,0,
Acer palmatum,Rochester,New York,0,
Acer palmatum,Sacramento,California,0,
Acer palmatum,San Francisco,California,0,
Acer palmatum,Seattle,Washington,0,
Acer palmatum,St. Louis,Missouri,0,
Acer palmatum,Stockton,California,0,
Acer palmatum,Unincorporated,Georgia,0,
Acer palmatum,Worcester,Massachusetts,0,
Acer paxii,Anaheim,California,0,
Acer paxii,Los Angeles,California,0,
Acer paxii,San Francisco,California,0,
Acer pensylvanicum,Buffalo,New York,0,
Acer pensylvanicum,Seattle,Washington,0,
Acer pensylvanicum,St. Louis,Missouri,0,
Acer platanoides,Adair,Iowa,0,
Acer platanoides,Adel,Iowa,0,
Acer platanoides,Atlanta,Georgia,0,
Acer platanoides,Aurora,Colorado,0,
Acer platanoides,Baxter,Iowa,0,
Acer platanoides,Bayard,Iowa,0,
Acer platanoides,Bondurant,Iowa,0,
Acer platanoides,Boston,Massachusetts,0,
Acer platanoides,Bouton,Iowa,0,
Acer platanoides,Brown Deer,Wisconsin,0,
Acer platanoides,Buffalo,New York,0,
Acer platanoides,Carlisle,Iowa,0,
Acer platanoides,Colfax,Iowa,0,
Acer platanoides,Colorado Springs,Colorado,0,
Acer platanoides,Columbus,Ohio,0,
Acer platanoides,Coon Rapids,Iowa,0,
Acer platanoides,Cudahy,Wisconsin,0,
Acer platanoides,Dallas Center,Iowa,0,
Acer platanoides,De Soto,Iowa,0,
Acer platanoides,Denver,Colorado,0,
Acer platanoides,Detroit,Michigan,0,
Acer platanoides,Dexter,Iowa,0,
Acer platanoides,Earlham,Iowa,0,
Acer platanoides,Elkhart,Iowa,0,
Acer platanoides,Fox Point,Wisconsin,0,
Acer platanoides,Franklin,Wisconsin,0,
Acer platanoides,Glendale,Wisconsin,0,
Acer platanoides,Grand Rapids,Michigan,0,
Acer platanoides,Granger,Iowa,0,
Acer platanoides,Greendale,Wisconsin,0,
Acer platanoides,Greenfield,Wisconsin,0,
Acer platanoides,Greensboro,North Carolina,0,
Acer platanoides,Guthrie Center,Iowa,0,
Acer platanoides,Hales Corners,Wisconsin,0,
Acer platanoides,Hartford,Iowa,0,
Acer platanoides,Indianapolis,Indiana,0,
Acer platanoides,Kellogg,Iowa,0,
Acer platanoides,Knoxville,Tennessee,0,
Acer platanoides,Los Angeles,California,0,
Acer platanoides,Louisville,Kentucky,0,
Acer platanoides,Madison,Wisconsin,0,
Acer platanoides,Milo,Iowa,0,
Acer platanoides,Milwaukee,Wisconsin,0,
Acer platanoides,Minneapolis,Minnesota,0,
Acer platanoides,Mitchellville,Iowa,0,
Acer platanoides,Monroe,Iowa,0,
Acer platanoides,New Berlin,Wisconsin,0,
Acer platanoides,New York,New York,0,
Acer platanoides,Newton,Iowa,0,
Acer platanoides,Oak Creek,Wisconsin,0,
Acer platanoides,Ontario,California,0,
Acer platanoides,Overland Park,Kansas,0,
Acer platanoides,Panora,Iowa,0,
Acer platanoides,Pleasant Hill,Iowa,0,
Acer platanoides,Polk City,Iowa,0,
Acer platanoides,Portland,Oregon,0,
Acer platanoides,Prairie City,Iowa,0,
Acer platanoides,Providence,Rhode Island,0,
Acer platanoides,Redfield,Iowa,0,
Acer platanoides,Richmond,Virginia,0,
Acer platanoides,Rochester,New York,0,
Acer platanoides,Runnells,Iowa,0,
Acer platanoides,Sacramento,California,0,
Acer platanoides,San Francisco,California,0,
Acer platanoides,Seattle,Washington,0,
Acer platanoides,Shorewood,Wisconsin,0,
Acer platanoides,South Milwaukee,Wisconsin,0,
Acer platanoides,St. Louis,Missouri,0,
Acer platanoides,Stockton,California,0,
Acer platanoides,Stuart,Iowa,0,
Acer platanoides,Sully,Iowa,0,
Acer platanoides,Unincorporated,Georgia,0,
Acer platanoides,Union,Iowa,0,
Acer platanoides,Van Meter,Iowa,0,
Acer platanoides,Washington DC,District of Columbia,0,
Acer platanoides,Watertown,Wisconsin,0,
Acer platanoides,Waukee,Iowa,0,
Acer platanoides,Wauwatosa,Wisconsin,0,
Acer platanoides,West Allis,Wisconsin,0,
Acer platanoides,West Milwaukee,Wisconsin,0,
Acer platanoides,Whitefish Bay,Wisconsin,0,
Acer platanoides,Windsor Heights,Iowa,0,
Acer platanoides,Woodward,Iowa,0,
Acer platanoides,Worcester,Massachusetts,0,
Acer platanoides 'Fairview',Aurora,Colorado,0,
Acer platanoides 'Fairview',Colorado Springs,Colorado,0,
Acer pseudoplatanus,Boston,Massachusetts,0,
Acer pseudoplatanus,Buffalo,New York,0,
Acer pseudoplatanus,Denver,Colorado,0,
Acer pseudoplatanus,Grand Rapids,Michigan,0,
Acer pseudoplatanus,Indianapolis,Indiana,0,
Acer pseudoplatanus,Nashville,Tennessee,0,
Acer pseudoplatanus,New Berlin,Wisconsin,0,
Acer pseudoplatanus,New Orleans,Louisiana,0,
Acer pseudoplatanus,New York,New York,0,
Acer pseudoplatanus,Providence,Rhode Island,0,
Acer pseudoplatanus,Rochester,New York,0,
Acer pseudoplatanus,San Francisco,California,0,
Acer pseudoplatanus,Seattle,Washington,0,
Acer pseudoplatanus,St. Louis,Missouri,0,
Acer pseudoplatanus,Washington DC,District of Columbia,0,
Acer pseudoplatanus,Worcester,Massachusetts,0,
Acer rubra,Atlanta,Georgia,0,
Acer rubrum,Adel,Iowa,0,
Acer rubrum,Anaheim,California,0,
Acer rubrum,Arlington,Texas,0,
Acer rubrum,Atlanta,Georgia,0,
Acer rubrum,Aurora,Colorado,0,
Acer rubrum,AvondaleEstates,Georgia,0,
Acer rubrum,Baxter,Iowa,0,
Acer rubrum,Bondurant,Iowa,0,
Acer rubrum,Boston,Massachusetts,0,
Acer rubrum,Brookhaven,Georgia,0,
Acer rubrum,Buffalo,New York,0,
Acer rubrum,Cape Coral,Florida,0,
Acer rubrum,Carlisle,Iowa,0,
Acer rubrum,Chamblee,Georgia,0,
Acer rubrum,Clarkston,Georgia,0,
Acer rubrum,Colfax,Iowa,0,
Acer rubrum,CollegePark,Georgia,0,
Acer rubrum,Colorado Springs,Colorado,0,
Acer rubrum,Columbus,Ohio,0,
Acer rubrum,Coon Rapids,Iowa,0,
Acer rubrum,Dallas,Texas,0,
Acer rubrum,Dallas Center,Iowa,0,
Acer rubrum,Decatur,Georgia,0,
Acer rubrum,Denver,Colorado,0,
Acer rubrum,Detroit,Michigan,0,
Acer rubrum,Dexter,Iowa,0,
Acer rubrum,Dunwoody,Georgia,0,
Acer rubrum,Earlham,Iowa,0,
Acer rubrum,EastPoint,Georgia,0,
Acer rubrum,Franklin,Wisconsin,0,
Acer rubrum,Fresno,California,0,
Acer rubrum,Glendale,Wisconsin,0,
Acer rubrum,Grand Rapids,Michigan,0,
Acer rubrum,Granger,Iowa,0,
Acer rubrum,Greendale,Wisconsin,0,
Acer rubrum,Greenfield,Wisconsin,0,
Acer rubrum,Guthrie Center,Iowa,0,
Acer rubrum,Hales Corners,Wisconsin,0,
Acer rubrum,Hapeville,Georgia,0,
Acer rubrum,Hartford,Iowa,0,
Acer rubrum,Houston,Texas,0,
Acer rubrum,Indianapolis,Indiana,0,
Acer rubrum,Jersey City,New Jersey,0,
Acer rubrum,Kellogg,Iowa,0,
Acer rubrum,Knoxville,Tennessee,0,
Acer rubrum,Lithonia,Georgia,0,
Acer rubrum,Los Angeles,California,0,
Acer rubrum,Louisville,Kentucky,0,
Acer rubrum,Madison,Wisconsin,0,
Acer rubrum,Miami,Florida,0,
Acer rubrum,Milo,Iowa,0,
Acer rubrum,Milwaukee,Wisconsin,0,
Acer rubrum,Minneapolis,Minnesota,0,
Acer rubrum,Mitchellville,Iowa,0,
Acer rubrum,Monroe,Iowa,0,
Acer rubrum,Nashville,Tennessee,0,
Acer rubrum,New Berlin,Wisconsin,0,
Acer rubrum,New Orleans,Louisiana,0,
Acer rubrum,New York,New York,0,
Acer rubrum,Newton,Iowa,0,
Acer rubrum,Oakland,California,0,
Acer rubrum,Oakland Acres,Iowa,0,
Acer rubrum,Ontario,California,0,
Acer rubrum,Orlando,Florida,0,
Acer rubrum,Overland Park,Kansas,0,
Acer rubrum,Panora,Iowa,0,
Acer rubrum,Pleasant Hill,Iowa,0,
Acer rubrum,Polk City,Iowa,0,
Acer rubrum,Portland,Oregon,0,
Acer rubrum,Prairie City,Iowa,0,
Acer rubrum,Providence,Rhode Island,0,
Acer rubrum,Rancho Cucamonga,California,0,
Acer rubrum,Redfield,Iowa,0,
Acer rubrum,Richmond,Virginia,0,
Acer rubrum,Rochester,New York,0,
Acer rubrum,Runnells,Iowa,0,
Acer rubrum,Sacramento,California,0,
Acer rubrum,San Francisco,California,0,
Acer rubrum,SandySprings,Georgia,0,
Acer rubrum,Scottdale,Georgia,0,
Acer rubrum,Seattle,Washington,0,
Acer rubrum,St. Louis,Missouri,0,
Acer rubrum,Stockton,California,0,
Acer rubrum,Stuart,Iowa,0,
Acer rubrum,Sully,Iowa,0,
Acer rubrum,Unincorporated,Georgia,0,
Acer rubrum,Union,Iowa,0,
Acer rubrum,Washington DC,District of Columbia,0,
Acer rubrum,Watertown,Wisconsin,0,
Acer rubrum,Waukee,Iowa,0,
Acer rubrum,Wauwatosa,Wisconsin,0,
Acer rubrum,West Allis,Wisconsin,0,
Acer rubrum,Whitefish Bay,Wisconsin,0,
Acer rubrum,Windsor Heights,Iowa,0,
Acer rubrum,Woodward,Iowa,0,
Acer rubrum,Worcester,Massachusetts,0,
Acer rufinerve,Seattle,Washington,0,
Acer saccharinum,Adair,Iowa,0,
Acer saccharinum,Adel,Iowa,0,
Acer saccharinum,Anaheim,California,0,
Acer saccharinum,Arlington,Texas,0,
Acer saccharinum,Atlanta,Georgia,0,
Acer saccharinum,Aurora,Colorado,0,
Acer saccharinum,Baxter,Iowa,0,
Acer saccharinum,Bayard,Iowa,0,
Acer saccharinum,Bondurant,Iowa,0,
Acer saccharinum,Boston,Massachusetts,0,
Acer saccharinum,Bouton,Iowa,0,
Acer saccharinum,Brown Deer,Wisconsin,0,
Acer saccharinum,Buffalo,New York,0,
Acer saccharinum,Carlisle,Iowa,0,
Acer saccharinum,Colfax,Iowa,0,
Acer saccharinum,Colorado Springs,Colorado,0,
Acer saccharinum,Columbus,Ohio,0,
Acer saccharinum,Coon Rapids,Iowa,0,
Acer saccharinum,Cudahy,Wisconsin,0,
Acer saccharinum,Dallas,Texas,0,
Acer saccharinum,Dallas Center,Iowa,0,
Acer saccharinum,De Soto,Iowa,0,
Acer saccharinum,Decatur,Georgia,0,
Acer saccharinum,Denver,Colorado,0,
Acer saccharinum,Detroit,Michigan,0,
Acer saccharinum,Dexter,Iowa,0,
Acer saccharinum,Durham,North Carolina,0,
Acer saccharinum,Earlham,Iowa,0,
Acer saccharinum,Elkhart,Iowa,0,
Acer saccharinum,Fox Point,Wisconsin,0,
Acer saccharinum,Franklin,Wisconsin,0,
Acer saccharinum,Glendale,Wisconsin,0,
Acer saccharinum,Grand Rapids,Michigan,0,
Acer saccharinum,Granger,Iowa,0,
Acer saccharinum,Greendale,Wisconsin,0,
Acer saccharinum,Guthrie Center,Iowa,0,
Acer saccharinum,Hales Corners,Wisconsin,0,
Acer saccharinum,Hartford,Iowa,0,
Acer saccharinum,Houston,Texas,0,
Acer saccharinum,Irvine,California,0,
Acer saccharinum,Kellogg,Iowa,0,
Acer saccharinum,Knoxville,Tennessee,0,
Acer saccharinum,Los Angeles,California,0,
Acer saccharinum,Louisville,Kentucky,0,
Acer saccharinum,Madison,Wisconsin,0,
Acer saccharinum,Milo,Iowa,0,
Acer saccharinum,Milwaukee,Wisconsin,0,
Acer saccharinum,Minneapolis,Minnesota,0,
Acer saccharinum,Mitchellville,Iowa,0,
Acer saccharinum,Monroe,Iowa,0,
Acer saccharinum,New Berlin,Wisconsin,0,
Acer saccharinum,New Orleans,Louisiana,0,
Acer saccharinum,New York,New York,0,
Acer saccharinum,Newton,Iowa,0,
Acer saccharinum,Oakland,California,0,
Acer saccharinum,Oakland Acres,Iowa,0,
Acer saccharinum,Ontario,California,0,
Acer saccharinum,Overland Park,Kansas,0,
Acer saccharinum,Panora,Iowa,0,
Acer saccharinum,Plano,Texas,0,
Acer saccharinum,Pleasant Hill,Iowa,0,
Acer saccharinum,Portland,Oregon,0,
Acer saccharinum,Prairie City,Iowa,0,
Acer saccharinum,Providence,Rhode Island,0,
Acer saccharinum,Rancho Cucamonga,California,0,
Acer saccharinum,Redfield,Iowa,0,
Acer saccharinum,Richmond,Virginia,0,
Acer saccharinum,Rochester,New York,0,
Acer saccharinum,Runnells,Iowa,0,
Acer saccharinum,Sacramento,California,0,
Acer saccharinum,San Diego,California,0,
Acer saccharinum,San Francisco,California,0,
Acer saccharinum,Seattle,Washington,0,
Acer saccharinum,Shorewood,Wisconsin,0,
Acer saccharinum,South Milwaukee,Wisconsin,0,
Acer saccharinum,St. Louis,Missouri,0,
Acer saccharinum,Stockton,California,0,
Acer saccharinum,Stuart,Iowa,0,
Acer saccharinum,Sully,Iowa,0,
Acer saccharinum,Union,Iowa,0,
Acer saccharinum,Van Meter,Iowa,0,
Acer saccharinum,Washington DC,District of Columbia,0,
Acer saccharinum,Watertown,Wisconsin,0,
Acer saccharinum,Waukee,Iowa,0,
Acer saccharinum,Wauwatosa,Wisconsin,0,
Acer saccharinum,West Allis,Wisconsin,0,
Acer saccharinum,West Milwaukee,Wisconsin,0,
Acer saccharinum,Windsor Heights,Iowa,0,
Acer saccharinum,Woodward,Iowa,0,
Acer saccharinum,Worcester,Massachusetts,0,
Acer saccharum,Adair,Iowa,0,
Acer saccharum,Adel,Iowa,0,
Acer saccharum,Atlanta,Georgia,0,
Acer saccharum,Aurora,Colorado,0,
Acer saccharum,AvondaleEstates,Georgia,0,
Acer saccharum,Baxter,Iowa,0,
Acer saccharum,Bayard,Iowa,0,
Acer saccharum,Bondurant,Iowa,0,
Acer saccharum,Boston,Massachusetts,0,
Acer saccharum,Brown Deer,Wisconsin,0,
Acer saccharum,Buffalo,New York,0,
Acer saccharum,Carlisle,Iowa,0,
Acer saccharum,Colfax,Iowa,0,
Acer saccharum,CollegePark,Georgia,0,
Acer saccharum,Colorado Springs,Colorado,0,
Acer saccharum,Columbus,Ohio,0,
Acer saccharum,Coon Rapids,Iowa,0,
Acer saccharum,Cudahy,Wisconsin,0,
Acer saccharum,Dallas,Texas,0,
Acer saccharum,Dallas Center,Iowa,0,
Acer saccharum,De Soto,Iowa,0,
Acer saccharum,Decatur,Georgia,0,
Acer saccharum,Denver,Colorado,0,
Acer saccharum,Detroit,Michigan,0,
Acer saccharum,Dexter,Iowa,0,
Acer saccharum,Dunwoody,Georgia,0,
Acer saccharum,Durham,North Carolina,0,
Acer saccharum,Earlham,Iowa,0,
Acer saccharum,EastPoint,Georgia,0,
Acer saccharum,Elkhart,Iowa,0,
Acer saccharum,Fox Point,Wisconsin,0,
Acer saccharum,Franklin,Wisconsin,0,
Acer saccharum,Glendale,Wisconsin,0,
Acer saccharum,Grand Rapids,Michigan,0,
Acer saccharum,Granger,Iowa,0,
Acer saccharum,Greendale,Wisconsin,0,
Acer saccharum,Greenfield,Wisconsin,0,
Acer saccharum,Guthrie Center,Iowa,0,
Acer saccharum,Hales Corners,Wisconsin,0,
Acer saccharum,Houston,Texas,0,
Acer saccharum,Indianapolis,Indiana,0,
Acer saccharum,Jersey City,New Jersey,0,
Acer saccharum,Kellogg,Iowa,0,
Acer saccharum,Knoxville,Tennessee,0,
Acer saccharum,Los Angeles,California,0,
Acer saccharum,Louisville,Kentucky,0,
Acer saccharum,Madison,Wisconsin,0,
Acer saccharum,Milo,Iowa,0,
Acer saccharum,Milwaukee,Wisconsin,0,
Acer saccharum,Minneapolis,Minnesota,0,
Acer saccharum,Mitchellville,Iowa,0,
Acer saccharum,Monroe,Iowa,0,
Acer saccharum,Nashville,Tennessee,0,
Acer saccharum,New Berlin,Wisconsin,0,
Acer saccharum,New Orleans,Louisiana,0,
Acer saccharum,New York,New York,0,
Acer saccharum,Newton,Iowa,0,
Acer saccharum,Oak Creek,Wisconsin,0,
Acer saccharum,Overland Park,Kansas,0,
Acer saccharum,Panora,Iowa,0,
Acer saccharum,Plano,Texas,0,
Acer saccharum,Pleasant Hill,Iowa,0,
Acer saccharum,Polk City,Iowa,0,
Acer saccharum,Prairie City,Iowa,0,
Acer saccharum,Providence,Rhode Island,0,
Acer saccharum,Rancho Cucamonga,California,0,
Acer saccharum,Richmond,Virginia,0,
Acer saccharum,Rochester,New York,0,
Acer saccharum,Runnells,Iowa,0,
Acer saccharum,San Francisco,California,0,
Acer saccharum,SandySprings,Georgia,0,
Acer saccharum,Seattle,Washington,0,
Acer saccharum,Shorewood,Wisconsin,0,
Acer saccharum,South Milwaukee,Wisconsin,0,
Acer saccharum,St. Louis,Missouri,0,
Acer saccharum,Stockton,California,0,
Acer saccharum,Stuart,Iowa,0,
Acer saccharum,Sully,Iowa,0,
Acer saccharum,Unincorporated,Georgia,0,
Acer saccharum,Union,Iowa,0,
Acer saccharum,Van Meter,Iowa,0,
Acer saccharum,Washington DC,District of Columbia,0,
Acer saccharum,Watertown,Wisconsin,0,
Acer saccharum,Waukee,Iowa,0,
Acer saccharum,Wauwatosa,Wisconsin,0,
Acer saccharum,West Allis,Wisconsin,0,
Acer saccharum,West Milwaukee,Wisconsin,0,
Acer saccharum,Whitefish Bay,Wisconsin,0,
Acer saccharum,Windsor Heights,Iowa,0,
Acer saccharum,Woodward,Iowa,0,
Acer saccharum,Worcester,Massachusetts,0,
Acer tataricum,Aurora,Colorado,0,
Acer tataricum,Buffalo,New York,0,
Acer tataricum,Colorado Springs,Colorado,0,
Acer tataricum,Columbus,Ohio,0,
Acer tataricum,Denver,Colorado,0,
Acer tataricum,Grand Rapids,Michigan,0,
Acer tataricum,Greensboro,North Carolina,0,
Acer tataricum,Knoxville,Tennessee,0,
Acer tataricum,Madison,Wisconsin,0,
Acer tataricum,New York,New York,0,
Acer tataricum,Overland Park,Kansas,0,
Acer tataricum,Providence,Rhode Island,0,
Acer tataricum,Rochester,New York,0,
Acer tataricum,Seattle,Washington,0,
Acer tataricum,St. Louis,Missouri,0,
Acer tegmentosum,San Francisco,California,0,
Acer triflorum,Atlanta,Georgia,0,
Acer triflorum,Columbus,Ohio,0,
Acer triflorum,Denver,Colorado,0,
Acer triflorum,Seattle,Washington,0,
Acer truncatum,Arlington,Texas,0,
Acer truncatum,Atlanta,Georgia,0,
Acer truncatum,Aurora,Colorado,0,
Acer truncatum,AvondaleEstates,Georgia,0,
Acer truncatum,Buffalo,New York,0,
Acer truncatum,Columbus,Ohio,0,
Acer truncatum,Decatur,Georgia,0,
Acer truncatum,Denver,Colorado,0,
Acer truncatum,Grand Rapids,Michigan,0,
Acer truncatum,Greensboro,North Carolina,0,
Acer truncatum,Louisville,Kentucky,0,
Acer truncatum,New Orleans,Louisiana,0,
Acer truncatum,New York,New York,0,
Acer truncatum,Overland Park,Kansas,0,
Acer truncatum,Providence,Rhode Island,0,
Acer truncatum,Rochester,New York,0,
Acer truncatum,Seattle,Washington,0,
Acer tschonoskii,Seattle,Washington,0,
Acmena smithii,Los Angeles,California,0,
Acmena smithii,San Diego,California,0,
